event,site,date,round,white,black,result,white_elo,black_elo,eco,set_up,time_control,start_time,end_time,termination,link,movetext,n_moves,w1,b1,w2,b2,w3,b3,w4,b4,w5,b5,w6,b6,w7,b7,w8,b8,w9,b9,w10,b10,last_move,complete_movetext,w_b_moves,w_k_moves,w_n_moves,w_o_moves,w_q_moves,w_r_moves,b_b_moves,b_k_moves,b_n_moves,b_o_moves,b_q_moves,b_r_moves,b_moves,k_moves,n_moves_2,o_moves,q_moves,r_moves,termination_broad,me,win,draw,loss,my_result,elo_dif,my_elo
Bullet,Chess.com,2020-10-13,-,therealslim_kt,rg370dx,1-0,1819,1675,A10,NA,60,05:58:52,06:01:09,therealslim_kt won on time,https://www.chess.com/live/game/5576310785,1. c4 d5 2. Nc3 dxc4 3. Ne4 Bf5 4. Qa4+ c6 5. Qxc4 Qd5 6. Qxd5 cxd5 7. Nc3 e6 8. g3 h6 9. Bg2 Nc6 10. d3 Nd4 11. Nf3 Nc2+ 12. Kd2 Nxa1 13. b3 Bb4 14. Bb2 Bxc3+ 15. Bxc3 Nxb3+ 16. axb3 Ne7 17. Nd4 a5 18. Nb5 O-O 19. Nd6 Rfb8 20. e4 dxe4 21. dxe4 Bg6 22. e5 Nc6 23. Rd1 a4 24. bxa4 Rxa4 25. Ke1 Rd8 26. Rb1 Na5 27. Nxb7 Nxb7 28. Rxb7 Ra3 29. Bb4 Ra4 30. Be7 Ra1+ 31. Ke2 Rda8 32. Bh3 R8a2+ 33. Kf3 Bh5+ 34. Kg2 Be2 35. Bh4 Bf1+ 36. Kf3 Ra3+ 37. Kg4 Bxh3+ 38. Kxh3 Ra4 39. Rb8+ Kh7 40. Rb7 Kg6 41. Rxf7 Kxf7 42. Bf6 g5 43. f4 Kg6 44. fxg5 Kf5 45. g4+,45,c4,d5,Nc3,dxc4,Ne4,Bf5,Qa4+,c6,Qxc4,Qd5,Qxd5,cxd5,Nc3,e6,g3,h6,Bg2,Nc6,d3,Nd4,g4+,TRUE,8,8,8,0,3,6,8,6,9,1,1,11,16,14,17,1,4,17,Time forfeit,White,1,0,FALSE,Win,144,1819
Bullet,Chess.com,2020-10-13,-,ashwinsharmabeeri,therealslim_kt,1/2-1/2,1901,1814,A40,NA,60,05:56:42,05:58:41,Game drawn by stalemate,https://www.chess.com/live/game/5576305396,1. d4 e6 2. Nf3 Nf6 3. Bg5 d5 4. e3 h6 5. Bh4 c5 6. Bd3 Qa5+ 7. Nbd2 cxd4 8. exd4 Ne4 9. O-O g5 10. Nxe4 dxe4 11. Bxe4 gxh4 12. d5 exd5 13. Bxd5 Be6 14. Re1 Qb6 15. Bxe6 fxe6 16. Nd4 Bc5 17. Rxe6+ Qxe6 18. Nxe6 Nd7 19. Qh5+ Ke7 20. Nxc5 Nxc5 21. Qxc5+ Kf6 22. Re1 Rhe8 23. Rxe8 Rxe8 24. h3 Re1+ 25. Kh2 Re6 26. Qd4+ Kf7 27. Qxa7 Ke7 28. Qxb7+ Kf6 29. Qb3 Re2 30. Qf3+ Ke5 31. Qxe2+ Kd6 32. Qg4 Kc6 33. Qxh4 Kc5 34. Qxh6 Kb5 35. Qh4 Kc5 36. Qd4+ Kc6 37. g4 Kb7 38. f4 Ka8 39. Qc3 Kb8 40. Qb3+ Ka8 41. c4 Ka7 42. c5 Ka8 43. Qb6,43,d4,e6,Nf3,Nf6,Bg5,d5,e3,h6,Bh4,c5,Bd3,Qa5+,Nbd2,cxd4,exd4,Ne4,O-O,g5,Nxe4,dxe4,Qb6,TRUE,6,2,6,1,16,5,2,18,4,0,3,5,8,20,10,1,19,10,Normal,Black,0,1,FALSE,Draw,-87,1814
Bullet,Chess.com,2020-10-13,-,therealslim_kt,saket1106,0-1,1812,1782,A34,NA,60,04:21:55,04:24:15,saket1106 won on time,https://www.chess.com/live/game/5576078366,1. c4 c5 2. Nc3 Nf6 3. d3 g6 4. g3 Bg7 5. Bg2 O-O 6. e4 Nc6 7. Nge2 Ne5 8. O-O d6 9. f4 Nc6 10. Rb1 Re8 11. a3 a6 12. b4 cxb4 13. axb4 Nd7 14. b5 axb5 15. Nxb5 Na7 16. f5 Nxb5 17. Rxb5 Ne5 18. fxg6 hxg6 19. Bb2 Ra5 20. Rxa5 Qxa5 21. Nd4 Nc6 22. Nxc6 bxc6 23. Bxg7 Kxg7 24. h4 Qc5+ 25. Rf2 Ba6 26. h5 Rb8 27. hxg6 fxg6 28. Qg4 Rb2 29. Qf3 Qxf2+ 30. Qxf2 Rxf2 31. Kxf2 Kf6 32. Bh3 e5 33. g4 g5 34. Ke3 Ke6 35. Bf1 d5 36. Be2 dxe4 37. Kxe4 Bb7 38. c5 Ba6 39. Bf3 Bb5 40. d4 exd4 41. Kxd4 Ba4 42. Bxc6 Bxc6 43. Kc4 Kd7 44. Kb4 Bf3 45. Ka5 Bxg4 46. Kb6 Kc8 47. c6 Bf3 48. c7 g4 49. Kc5 g3 50. Kd4 g2 51. Ke3 g1=Q+ 52. Kxf3 Qc1 53. Ke4 Qxc7,53,c4,c5,Nc3,Nf6,d3,g6,g3,Bg7,Bg2,O-O,e4,Nc6,Nge2,Ne5,O-O,d6,f4,Nc6,Rb1,Re8,Qxc7,TRUE,8,14,5,1,3,5,10,6,9,1,5,6,18,20,14,2,8,11,Time forfeit,White,0,0,TRUE,Loss,30,1812
Blitz,Chess.com,2020-10-11,-,TranBaoNam2020vn,therealslim_kt,1-0,1664,1681,C01,NA,180+2,13:00:56,13:03:22,TranBaoNam2020vn won by resignation,https://www.chess.com/live/game/5568442078,1. e4 e6 2. d4 d5 3. exd5 exd5 4. Nf3 Nf6 5. Bd3 Be7 6. O-O O-O 7. h3 b6 8. c3 Ba6 9. Bf4 Bxd3 10. Qxd3 c5 11. dxc5 bxc5 12. Re1 Nc6 13. Qb5 Qb6 14. a4 Rfe8 15. Nbd2 Rab8 16. Bxb8 Rxb8 17. c4 dxc4 18. Nxc4 Qxb5 19. axb5 Rxb5 20. Ra6,20,e4,e6,d4,d5,exd5,exd5,Nf3,Nf6,Bd3,Be7,O-O,O-O,h3,b6,c3,Ba6,Bf4,Bxd3,Qxd3,c5,Ra6,TRUE,3,1,3,1,2,3,3,1,2,1,2,5,6,2,5,2,4,8,Normal,Black,0,0,TRUE,Loss,17,1681
Blitz,Chess.com,2020-10-11,-,therealslim_kt,TranBaoNam2020vn,1-0,1694,1655,A11,NA,180+2,12:52:38,13:00:45,therealslim_kt won by checkmate,https://www.chess.com/live/game/5568413131,1. c4 c6 2. Nc3 d5 3. cxd5 cxd5 4. Qb3 Nf6 5. g3 d4 6. Nb5 a6 7. Na3 e5 8. Bg2 Nc6 9. d3 Bd6 10. Bg5 Qe7 11. Nf3 Bxa3 12. bxa3 O-O 13. O-O b5 14. Rac1 Na5 15. Qb4 Qxb4 16. axb4 Nb7 17. Rc7 Nd7 18. Nd2 f6 19. Bh4 g5 20. Bxg5 fxg5 21. Bxb7 Bxb7 22. Rxb7 Nf6 23. Nf3 Nd5 24. Nxg5 h6 25. Nf3 Rfe8 26. Rd7 Nxb4 27. a3 Nc2 28. Rd6 Kh7 29. Rd7+ Kg6 30. Nh4+ Kh5 31. Rc7 Nxa3 32. Rc5 a5 33. f4 b4 34. fxe5 Re6 35. Rf5+ Kg4 36. Rf4+ Kh5 37. Kg2 Rg8 38. Rf6 Ree8 39. Rxa5 Nc2 40. e6+ Rg5 41. Rxg5+ hxg5 42. Nf5 b3 43. Kf3 g4+ 44. Kf4 Rh8 45. Ng7#,45,c4,c6,Nc3,d5,cxd5,cxd5,Qb3,Nf6,g3,d4,Nb5,a6,Na3,e5,Bg2,Nc6,d3,Bd6,Bg5,Qe7,Ng7#,TRUE,5,4,11,1,2,14,3,6,11,1,2,7,8,10,22,2,4,21,Normal,White,1,0,FALSE,Win,39,1694
Blitz,Chess.com,2020-10-11,-,Nedim6565,therealslim_kt,1-0,1763,1682,C00,NA,180+2,12:37:12,12:39:40,Nedim6565 won by resignation,https://www.chess.com/live/game/5568360176,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Nf6 5. Bd3 Be7 6. O-O O-O 7. c3 Bg4 8. Nbd2 c5 9. Re1 Re8 10. Qc2 c4 11. Be2 Ne4 12. Nxe4 dxe4 13. Qxe4 f5 14. Qe6+ Kh8 15. Ne5 Rf8 16. Bxg4 fxg4 17. Nf7+ Rxf7 18. Qxf7 Bf8 19. Re8 Qxe8 20. Qxe8 Kg8 21. Bf4,21,e4,e6,Nf3,d5,exd5,exd5,d4,Nf6,Bd3,Be7,O-O,O-O,c3,Bg4,Nbd2,c5,Re1,Re8,Qc2,c4,Bf4,TRUE,4,1,5,1,5,3,3,3,2,1,1,4,7,4,7,2,6,7,Normal,Black,0,0,TRUE,Loss,-81,1682
Blitz,Chess.com,2020-10-11,-,Elvin1922,therealslim_kt,0-1,1646,1693,C00,NA,180+2,12:35:44,12:36:56,therealslim_kt won by resignation,https://www.chess.com/live/game/5568355480,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Nf6 5. Bd3 Be7 6. O-O O-O 7. c3 Bg4 8. Be2 Ne4 9. Nbd2 f5 10. Nxe4 fxe4 11. Ne5 Bxe2 12. Qxe2 Bd6 13. Bf4 Rxf4 14. g3 Rf5 15. Ng4 Qf8 16. Qe3 h5 17. Nh6+ gxh6 18. Qxh6 Qxh6,18,e4,e6,Nf3,d5,exd5,exd5,d4,Nf6,Bd3,Be7,O-O,O-O,c3,Bg4,Be2,Ne4,Nbd2,f5,Nxe4,fxe4,Qxh6,TRUE,3,1,6,1,3,1,4,1,2,1,2,3,7,2,8,2,5,4,Normal,Black,1,0,FALSE,Win,47,1693
Bullet,Chess.com,2020-10-11,-,caparosso,therealslim_kt,0-1,1787,1821,C00,NA,60,12:31:08,12:33:08,therealslim_kt won on time,https://www.chess.com/live/game/5568340451,1. d4 e6 2. e4 Nf6 3. Nc3 d5 4. e5 Nfd7 5. Bd3 c5 6. f4 cxd4 7. Nce2 Nc6 8. Nf3 Bc5 9. O-O f6 10. exf6 Nxf6 11. Qe1 O-O 12. Qh4 Ne4 13. Ng5 Nxg5 14. fxg5 Rxf1+ 15. Kxf1 Qf8+ 16. Nf4 g6 17. Kg1 Ne5 18. Bd2 Nxd3 19. cxd3 e5 20. Ne2 e4 21. dxe4 dxe4 22. Qxe4 Bf5 23. Qd5+ Qf7 24. Qxf7+ Kxf7 25. Nf4 Re8 26. Re1 d3+ 27. Kf1 Rxe1+ 28. Kxe1 a5 29. Nd5 a4 30. Ne3 b5 31. Nxf5 gxf5 32. Bc3 Ke6,32,d4,e6,e4,Nf6,Nc3,d5,e5,Nfd7,Bd3,c5,f4,cxd4,Nce2,Nc6,Nf3,Bc5,O-O,f6,exf6,Nxf6,Ke6,TRUE,3,5,10,1,5,2,2,3,8,1,2,4,5,8,18,2,7,6,Time forfeit,Black,1,0,FALSE,Win,34,1821
Bullet,Chess.com,2020-10-11,-,ismet-k,therealslim_kt,1-0,1864,1813,C00,NA,60,12:28:15,12:29:01,ismet-k won by resignation,https://www.chess.com/live/game/5568330708,1. d4 e6 2. e4 Nf6 3. e5 Nd5 4. f4 c5 5. c3 Nc6 6. Nf3 Qb6 7. Bc4 Be7 8. O-O cxd4 9. cxd4 O-O 10. Nc3 a5 11. Bxd5 exd5 12. Nxd5 Re8 13. Nxb6,13,d4,e6,e4,Nf6,e5,Nd5,f4,c5,c3,Nc6,Nf3,Qb6,Bc4,Be7,O-O,cxd4,cxd4,O-O,Nc3,a5,Nxb6,TRUE,2,1,4,1,0,1,1,1,3,1,1,2,3,2,7,2,1,3,Normal,Black,0,0,TRUE,Loss,-51,1813
Bullet,Chess.com,2020-10-11,-,therealslim_kt,caparosso,1-0,1820,1781,A13,NA,60,12:25:53,12:28:08,therealslim_kt won on time,https://www.chess.com/live/game/5568323244,1. c4 e6 2. Nc3 d6 3. d3 g6 4. g3 Bg7 5. Bg2 Nf6 6. e4 O-O 7. Nge2 b6 8. O-O Bb7 9. f4 Nfd7 10. f5 Ne5 11. fxg6 hxg6 12. Bf4 Nbd7 13. b3 Ng4 14. h3 Nh6 15. Qd2 Kh7 16. Nb5 a6 17. Nxd6 cxd6 18. Bxd6 Bxa1 19. Rxa1 Re8 20. Rf1 Nc5 21. Bf4 Qxd3 22. Bxh6 Qxd2 23. Bxd2 Nxe4 24. Rxf7+ Kg8 25. Rxb7 Nxd2 26. Nf4 g5 27. Nh5 Rab8 28. Nf6+ Kf8 29. Nxe8 Rxb7 30. Bxb7 Kxe8 31. Bc6+ Ke7 32. a4 a5 33. Bb5 Nxb3 34. Kf2 Nc5 35. Ke3 Kf6 36. Kd4 e5+ 37. Kd5 Nd3 38. Kc6 Nf2 39. Kxb6 Nxh3 40. Kxa5 e4 41. Kb4 e3 42. c5 e2 43. Bxe2 g4 44. a5,44,c4,e6,Nc3,d6,d3,g6,g3,Bg7,Bg2,Nf6,e4,O-O,Nge2,b6,O-O,Bb7,f4,Nfd7,f5,Ne5,a5,TRUE,10,9,8,1,1,5,3,7,14,1,2,4,13,16,22,2,3,9,Time forfeit,White,1,0,FALSE,Win,39,1820
Bullet,Chess.com,2020-10-11,-,stroch123,therealslim_kt,1-0,1869,1813,A40,NA,60,12:25:27,12:25:46,stroch123 won by resignation,https://www.chess.com/live/game/5568321691,1. d4 e6 2. Nc3 Nf6 3. e4 d5 4. Bg5 h6 5. Bxf6 Qxf6 6. exd5 exd5 7. Nxd5 Qc6 8. Bb5 Qxb5 9. Nxc7+,9,d4,e6,Nc3,Nf6,e4,d5,Bg5,h6,Bxf6,Qxf6,exd5,exd5,Nxd5,Qc6,Bb5,Qxb5,Nxc7+,NA,NA,NA,Nxc7+,TRUE,3,0,3,0,0,0,0,0,1,0,3,0,3,0,4,0,3,0,Normal,Black,0,0,TRUE,Loss,-56,1813
Bullet,Chess.com,2020-10-11,-,therealslim_kt,Vyacheslav2018,1-0,1820,1837,A22,NA,60,12:23:15,12:25:22,therealslim_kt won on time,https://www.chess.com/live/game/5568314349,1. c4 e5 2. Nc3 Nf6 3. d3 d5 4. g3 dxc4 5. Qa4+ Nc6 6. Qxc4 Be7 7. Bg2 O-O 8. Bxc6 bxc6 9. Qxc6 Be6 10. Qa4 Nd5 11. Nf3 Bd6 12. O-O Nb6 13. Qc2 Qf6 14. Bg5 Qg6 15. Ne4 h6 16. Nh4 Qh7 17. Be3 f5 18. Nxd6 cxd6 19. a4 f4 20. gxf4 exf4 21. Bd2 Nd5 22. Nf3 Qg6+ 23. Kh1 Qf5 24. Rg1 g5 25. Nh4 Qh7 26. e4 fxe3 27. fxe3 Kh8 28. Ng2 Rf2 29. Bc3+ Nxc3 30. Qxf2 Nd5 31. e4 Ne7 32. Ne3 Qg7 33. Nf5,33,c4,e5,Nc3,Nf6,d3,d5,g3,dxc4,Qa4+,Nc6,Qxc4,Be7,Bg2,O-O,Bxc6,bxc6,Qxc6,Be6,Qa4,Nd5,Nf5,TRUE,6,2,10,1,6,2,3,2,8,1,7,2,9,4,18,2,13,4,Time forfeit,White,1,0,FALSE,Win,-17,1820
Bullet,Chess.com,2020-10-11,-,messihauck,therealslim_kt,0-1,1764,1811,C00,NA,60,12:21:47,12:23:03,therealslim_kt won by checkmate,https://www.chess.com/live/game/5568309464,1. e4 e6 2. Bc4 d5 3. exd5 exd5 4. Bb3 c5 5. d4 Nc6 6. dxc5 Bxc5 7. Be3 Bxe3 8. fxe3 Nf6 9. Nf3 Qe7 10. O-O Qxe3+ 11. Kh1 Ng4 12. Qe1 Qxe1 13. Rxe1+ Be6 14. Ng5 Nf2+ 15. Kg1 Ne4 16. Nxe4 dxe4 17. Bxe6 fxe6 18. Rxe4 O-O 19. Rxe6 Nd4 20. Re7 Nxc2 21. Nc3 Nxa1 22. Rxb7 Rae8 23. Nd5 Re1#,23,e4,e6,Bc4,d5,exd5,exd5,Bb3,c5,d4,Nc6,dxc5,Bxc5,Be3,Bxe3,fxe3,Nf6,Nf3,Qe7,O-O,Qxe3+,Re1#,TRUE,4,3,5,1,1,6,3,1,8,1,3,3,7,4,13,2,4,9,Normal,Black,1,0,FALSE,Win,47,1811
Bullet,Chess.com,2020-10-11,-,therealslim_kt,kikito1977,0-1,1804,1849,A10,NA,60,10:48:51,10:50:05,kikito1977 won by checkmate,https://www.chess.com/live/game/5568015127,1. c4 d5 2. Nc3 d4 3. Ne4 f5 4. Ng3 f4 5. Ne4 Bf5 6. d3 Bxe4 7. dxe4 e5 8. Nf3 Nc6 9. Qa4 Bb4+ 10. Bd2 Bxd2+ 11. Kxd2 Nf6 12. Nxe5 Nxe4+ 13. Ke1 O-O 14. Nxc6 bxc6 15. Qxc6 Qe7 16. Qd5+ Kh8 17. Qxd4 Qb4+ 18. Kd1 Rfd8 19. e3 Rxd4+ 20. exd4 Qd2#,20,c4,d5,Nc3,d4,Ne4,f5,Ng3,f4,Ne4,Bf5,d3,Bxe4,dxe4,e5,Nf3,Nc6,Qa4,Bb4+,Bd2,Bxd2+,Qd2#,TRUE,1,3,7,0,4,0,4,2,3,1,3,3,5,5,10,1,7,3,Normal,White,0,0,TRUE,Loss,-45,1804
Bullet,Chess.com,2020-10-11,-,ermiscagatay,therealslim_kt,1-0,1763,1811,C01,NA,60,10:46:53,10:48:44,ermiscagatay won on time,https://www.chess.com/live/game/5568009038,1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4 Nf6 5. Nc3 Be7 6. Bg5 O-O 7. Bd3 c5 8. Nf3 cxd4 9. Nxd4 dxc4 10. Bxc4 Nc6 11. Nxc6 bxc6 12. O-O Bb7 13. Re1 Qc7 14. Rc1 Rad8 15. Qf3 Rfe8 16. Ne4 Nxe4 17. Qxf7+ Kh8 18. Rxe4 Qd6 19. Bxe7 Qg6 20. Qxg6 hxg6 21. Bd3 Rxd3 22. Rce1,22,e4,e6,d4,d5,exd5,exd5,c4,Nf6,Nc3,Be7,Bg5,O-O,Bd3,c5,Nf3,cxd4,Nxd4,dxc4,Bxc4,Nc6,Rce1,TRUE,5,1,5,1,3,5,2,2,3,1,3,4,7,3,8,2,6,9,Time forfeit,Black,0,0,TRUE,Loss,48,1811
Bullet,Chess.com,2020-10-11,-,therealslim_kt,Pouckie,1-0,1820,1823,A10,NA,60,10:44:25,10:46:44,therealslim_kt won on time,https://www.chess.com/live/game/5568001208,1. c4 d5 2. Nc3 dxc4 3. e4 Nf6 4. Bxc4 Nc6 5. d4 Bg4 6. f3 Bc8 7. d5 Nb4 8. Qa4+ Nc6 9. dxc6 bxc6 10. Qxc6+ Bd7 11. Qc5 e5 12. Qf2 Bb4 13. Bd2 O-O 14. Nge2 a5 15. O-O a4 16. a3 Bd6 17. Nd5 Nh5 18. Bb4 Bxb4 19. Nxb4 Qg5 20. Rac1 Nf4 21. Nxf4 Qxf4 22. Nd5 Qg5 23. Qe3 Qh5 24. Ne7+ Kh8 25. Nf5 Bxf5 26. exf5 Qxf5 27. Qe4 Qxe4 28. fxe4 Rad8 29. Rxf7 Rxf7 30. Bxf7 Rd4 31. Rxc7 h6 32. Bg6 Rd8 33. Rc5 Kg8 34. Rxe5 Kf8 35. Ra5 Ke7 36. Rxa4 Kf6 37. Bf5 Rd1+ 38. Kf2 Kg5 39. h4+ Kf4 40. Bh3 Rd2+ 41. Kg1 Ke3 42. e5 Rd1+ 43. Kh2 Kf2 44. e6 Re1 45. e7 Rxe7 46. Rf4+ Ke1 47. Rf3 Re2 48. Bg4 Rxb2 49. Kg3,49,c4,d5,Nc3,dxc4,e4,Nf6,Bxc4,Nc6,d4,Bg4,f3,Bc8,d5,Nb4,Qa4+,Nc6,dxc6,bxc6,Qxc6+,Bd7,Kg3,TRUE,8,5,8,1,6,10,7,11,6,1,6,12,15,16,14,2,12,22,Time forfeit,White,1,0,FALSE,Win,-3,1820
Bullet,Chess.com,2020-10-11,-,therealslim_kt,limone28,1-0,1812,1781,A10,NA,60,10:42:15,10:44:14,therealslim_kt won on time,https://www.chess.com/live/game/5567994732,1. c4 d5 2. Nc3 d4 3. Ne4 c5 4. Nxc5 e5 5. Nb3 a5 6. d3 a4 7. Nd2 f5 8. e4 f4 9. Ndf3 Nf6 10. Nxe5 Bd6 11. Ngf3 O-O 12. Bxf4 Qc7 13. b3 Nh5 14. Bg3 Nxg3 15. hxg3 Bxe5 16. Nxe5 Qxe5 17. bxa4 Nc6 18. Qb3 Na5 19. Qb4 Rf6 20. Be2 b6 21. Rh5 Qe7 22. Qxe7 Rf7 23. Qb4 Rb8 24. Rxa5 Be6 25. Rb5 Rbf8 26. Bh5 g6 27. Bf3 Re7 28. O-O-O Rc8 29. Rh1 Bxc4 30. dxc4,30,c4,d5,Nc3,d4,Ne4,c5,Nxc5,e5,Nb3,a5,d3,a4,Nd2,f5,e4,f4,Ndf3,Nf6,Nxe5,Bd6,dxc4,TRUE,5,1,9,1,4,5,4,1,5,1,3,7,9,2,14,2,7,12,Time forfeit,White,1,0,FALSE,Win,31,1812
Bullet,Chess.com,2020-10-11,-,therealslim_kt,Deoren,1/2-1/2,1804,1795,A10,NA,60,10:39:53,10:42:07,Game drawn by stalemate,https://www.chess.com/live/game/5567987252,1. c4 d5 2. Nc3 dxc4 3. Qa4+ c6 4. Qxc4 Bf5 5. e4 Bg6 6. f4 e6 7. Nf3 Ne7 8. d4 Nd7 9. d5 Nb6 10. Qd3 exd5 11. Qe3 dxe4 12. Nxe4 Bxe4 13. Qxe4 Qd5 14. Qc2 Nf5 15. Bd2 O-O-O 16. O-O-O Nc4 17. Kb1 Nxd2+ 18. Nxd2 Qe6 19. Bc4 Qf6 20. Rhe1 Bb4 21. Ne4 Rxd1+ 22. Rxd1 Qg6 23. a3 Ne3 24. Nd6+ Qxd6 25. Rxd6 Nxc2 26. Rd1 Ne3 27. Rc1 Nxc4 28. Rxc4 Bd6 29. Rd4 Kc7 30. b4 Re8 31. Kc2 a6 32. Kd3 Re4 33. g4 Rxd4+ 34. Kxd4 Bxf4 35. Ke4 Bxh2 36. Kf5 Bd6 37. g5 h6 38. gxh6 gxh6 39. Kf6 Bf4 40. Kf5 Bg5 41. Kg4 f6 42. Kh5 f5 43. Kg6 f4 44. Kf5 Kd6 45. Ke4 c5 46. Kd3 cxb4 47. Ke2 bxa3 48. Kf3 a2 49. Kg4 a1=Q 50. Kf5 Qe5+ 51. Kg6 Qe6+ 52. Kh5 a5,52,c4,d5,Nc3,dxc4,Qa4+,c6,Qxc4,Bf5,e4,Bg6,f4,e6,Nf3,Ne7,d4,Nd7,d5,Nb6,Qd3,exd5,a5,TRUE,2,21,6,1,6,8,10,3,10,1,7,5,12,24,16,2,13,13,Normal,White,0,1,FALSE,Draw,9,1804
Bullet,Chess.com,2020-10-11,-,ahmed71,therealslim_kt,1-0,1858,1804,C00,NA,60,10:37:20,10:39:42,ahmed71 won on time,https://www.chess.com/live/game/5567979463,1. e4 e6 2. Nf3 d5 3. Nc3 d4 4. Ne2 c5 5. d3 Nc6 6. c4 e5 7. Ng3 Nf6 8. a3 Bd6 9. Be2 Qe7 10. Bd2 O-O 11. O-O a6 12. Rb1 b5 13. b3 bxc4 14. dxc4 a5 15. Bd3 Ba6 16. Nf5 Qd7 17. Nxd6 Qxd6 18. Nh4 Rfb8 19. Nf5 Qf8 20. Qe1 Bc8 21. Ng3 a4 22. b4 cxb4 23. axb4 a3 24. b5 Ne7 25. Bb4 Qd8 26. Ra1 a2 27. Qd2 Be6 28. Rxa2 Rxa2 29. Qxa2 Rxb5 30. Bxe7 Qxe7 31. Qa8+ Ne8 32. cxb5 f5 33. Nxf5 Bxf5 34. exf5 Qd7 35. Bc4+ Kf8 36. Qd5 Qxf5 37. b6 Ke7 38. Qc5+ Kf6 39. Qc6+ Kg5 40. Qxe8 Qf7 41. Qxf7 h6 42. Qf3 Kg6 43. Qg3+ Kh7 44. Bd3+ Kh8 45. Qxe5 Kg8 46. Qxd4 Kf8 47. Qd5 Ke8 48. Bc4 Ke7 49. b7,49,e4,e6,Nf3,d5,Nc3,d4,Ne2,c5,d3,Nc6,c4,e5,Ng3,Nf6,a3,Bd6,Be2,Qe7,Bd2,O-O,b7,TRUE,8,1,10,1,14,4,5,12,4,1,9,4,13,13,14,2,23,8,Time forfeit,Black,0,0,TRUE,Loss,-54,1804
Bullet,Chess.com,2020-10-11,-,agorshteyn,therealslim_kt,1-0,1807,1811,C00,NA,60,10:35:02,10:37:12,agorshteyn won on time,https://www.chess.com/live/game/5567972328,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Nf6 5. Bd3 Be7 6. O-O O-O 7. h3 c5 8. c3 Nc6 9. Bg5 h6 10. Bh4 Ne4 11. Bxe7 Qxe7 12. Re1 f5 13. c4 dxc4 14. Bxc4+ Be6 15. d5 Nd4 16. Nxd4 cxd4 17. dxe6 Rab8 18. Qxd4 b5 19. Bb3 a5 20. a4 Rfd8 21. Qe5 bxa4 22. Bxa4 Ng5 23. Bd7 Rb4 24. Rxa5 Re4 25. Rd1 Rxe5 26. Rxe5 Nf7 27. Ree1 Nd6 28. Nc3 Ne4 29. Nxe4 fxe4 30. Rxe4 Rxd7 31. exd7 Qxe4 32. d8=Q+ Kh7 33. Qd3 Qg6 34. Qxg6+ Kxg6 35. b4 Kf6 36. b5,36,e4,e6,Nf3,d5,exd5,exd5,d4,Nf6,Bd3,Be7,O-O,O-O,h3,c5,c3,Nc6,Bg5,h6,Bh4,Ne4,b5,TRUE,8,1,4,1,4,7,2,4,8,1,3,7,10,5,12,2,7,14,Time forfeit,Black,0,0,TRUE,Loss,4,1811
Bullet,Chess.com,2020-10-11,-,extrabonus,therealslim_kt,1-0,1774,1819,C02,NA,60,10:32:43,10:34:50,extrabonus won on time,https://www.chess.com/live/game/5567965401,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Bd3 Nge7 7. Bc2 Nf5 8. O-O cxd4 9. Bxf5 exf5 10. cxd4 Be6 11. a3 a5 12. Nc3 Be7 13. Rb1 O-O 14. g3 f6 15. Re1 fxe5 16. dxe5 d4 17. Na4 Qb5 18. Nxd4 Nxd4 19. Qxd4 Rfd8 20. Qf4 Bc4 21. Nc3 Qc6 22. Qxf5 Be6 23. Qh5 g6 24. Qh6 Bf8 25. Qh4 Bg7 26. Bg5 Rf8 27. Ne4 Bf5 28. Nf6+ Bxf6 29. Bxf6 Bxb1 30. Qh6 Rf7 31. Rxb1 Qc2 32. Re1 Rd8 33. Qg5 Rd1 34. Rxd1,34,e4,e6,d4,d5,e5,c5,c3,Nc6,Nf3,Qb6,Bd3,Nge7,Bc2,Nf5,O-O,cxd4,Bxf5,exf5,cxd4,Be6,Rxd1,TRUE,5,1,7,1,8,6,9,1,4,1,4,6,14,2,11,2,12,12,Time forfeit,Black,0,0,TRUE,Loss,45,1819
